H,3,For 1d4 rounds whenever the triggering creature casts a spell its point of origin shifts 10 feet in a random direction.
V,3,For 1d6 rounds the triggering creatures spells deal a random damage type instead of their normal type.
H,2,The triggering creature takes force damage equal to twice the spells level.
V,2,Nine Tiny creatures (CR 0 or 1/8 each) appear in a 15-foot radius around the triggering creature. They remain for 1d6 minutes.
B,3,If the triggering spell has an area its radius increases by 10 feet.
H,3,For 1d4 rounds the triggering creature must succeed on a DC 14 Con save to cast a spell. On a failure the spell slot is expended with no effect.
V,3,A CR 5 elemental appears within 30 feet. It remains for 3d6 rounds or until reduced to 0 HP.
V,2,For 1d4 rounds at the end of each of the triggering creatures turns they teleport 10 feet in a random direction.
B,2,The triggering creature regains one expended spell slot of 2nd level or lower.
V,3,Immediately roll on this table again and apply the new result. Ignore further Twin Surge results.
V,3,All creatures within 15 feet rise 20 feet and fall immediately.
V,3,For 1d4 rounds when the triggering creature casts a spell targets are randomly reassigned among valid creatures in range.
B,3,For 1d6 rounds the triggering creature gains resistance to damage from spells.
B,2,For 1d6 rounds the triggering creature gains +2 AC against ranged attacks.
H,3,A bolt of raw magic strikes the triggering creature for 4d8 force damage.
V,4,A CR 5 magical beast appears within 30 feet and immediately attacks the nearest creature. It remains for 3d6 rounds.
H,1,The triggering creature permanently smells faintly of ozone. Detectable within 5 ft.
H,1,For 1d6 hours faint whispers echo around the triggering creature when they cast a spell.
V,2,For 4 rounds small flames flicker in a 15-ft radius; creatures moving more than 10 ft take 1d4 fire damage.
V,3,Four CR 1 creatures appear in unoccupied spaces within 30 ft for 1d6 minutes.
V,2,For 1d8 rounds creatures within 20 ft must succeed on a Wis save against your casting DC to willingly move closer to the triggering creature.
V,1,For 1d6 minutes colors within 30 ft are over saturated and slightly distorted.
V,3,For 3 rounds lightning arcs between two random creatures within 30 ft each round (3d6 lightning damage Dex save for half).
V,2,For 1d10 rounds all creatures within 15 ft grow or shrink 10% in size.
V,3,A CR 5 monstrosity appears within 30 ft for 3d6 rounds.
B,1,For 1d6 hours the triggering creature hears faint applause after dealing damage.
H,2,All treasure carried by the caster becomes sentient sprouts tiny arms and legs and tries to escape from them.
B,2,For 1d8 rounds the triggering creature gains advantage on Concentration checks.
V,2,For 1d6 rounds rain falls in a 20-ft radius; the area becomes lightly obscured.
V,3,For 1d4 rounds all movement speeds within 20 ft are doubled.
V,1,The triggering creatures eyes permanently reflect faint starlight in darkness.
H,2,For 1d8 rounds the triggering creature sheds dim light in a 10-ft radius and cannot benefit from being unseen.
V,2,Three CR 2 creatures appear within 30 ft for 1d6 minutes.
V,3,For 1d4 rounds a 15-ft radius becomes crackling static; ranged attacks have disadvantage.
V,3,For 1d10 rounds each creature within 30 ft must roll a d6 at the start of its turn; on a 1 it uses its reaction immediately on a random valid trigger.
H,2,Arcane Reflux: The triggering creature loses 1d4 Sorcery Points.
V,3,Spell Slot Fracture: The highest-level expended spell slot the triggering creature has becomes restored but they take force damage equal to 5 x that spell level.
B,3,Metamagic Surge: For 1d8 rounds the triggering creature may apply one Metamagic option they know to spells without spending Sorcery Points (once per round).
H,3,Arcane Static: For 1d4 rounds when the triggering creature casts a spell roll a d6. On a 1-2 the spell fails but the slot is expended.
B,3,Sorcerous Overflow: The triggering creature gains 2d6 Sorcery Points. Excess above their maximum become temporary Sorcery Points and vanish after 10 rounds.
B,3,Chaotic Conversion: All Sorcery Points become spell slots of equivalent total level value. After 3d6 rounds unused converted slots vanish.
B,3,Wild Reservoir: For 1d6 rounds whenever the triggering creature casts a spell of 1st level or higher roll a d6. On a 6 they regain 1 Sorcery Point.
B,3,Spell Detonation Delay: The next spell cast by the triggering creature is delayed by 1 round then resolves at double its normal area (if any).
H,4,Arcane Predator Mark: The next time the triggering creature regains Sorcery Points a CR 5 creature appears for 3d6 rounds within 30 ft and attacks the nearest creature.
B,2,Metamagic Echo: For 1d4 rounds when the triggering creature applies Metamagic roll a d6. On a 5-6 it does not cost Sorcery Points.
B,3,Spell Mirror Skin: The next spell that targets the triggering creature rebounds to its caster.
V,2,Exhausted Wellspring: The triggering creature loses all Sorcery Points. They regain 1 at the end of each of their turns until they regain all their Sorcery Points.
B,3,Arcane Implosion: The triggering creature takes 6d10 force damage. They regain Sorcery Points equal to half the damage taken. You may regain Sorcery Points past your maximum but they vanish after 1 minute.
B,2,Unstable Focus: For 1d10 rounds the triggering creature may reroll one damage die per spell.
B,3,Volatile Recovery: The triggering creature regains 1 expended spell slot of each level they can cast (maximum one per level).
V,3,Arcane Cascade: For 1d4 rounds whenever the triggering creature casts a spell of 2nd level or higher immediately roll on Table 1.
B,3,Sorcerous Distortion: For 1d8 rounds creatures within 20 ft have disadvantage on saving throws against the triggering creatures spells.
B,3,Unbound Channel: For 3d6 rounds the triggering creature ignores the Sorcery Point cost to convert spell slots into Sorcery Points.
B,4,Total Reclamation: The triggering creature restores all Sorcery Points and all expended spell slots.
H,4,Twin Infernal Geometry: The triggering creatures two highest available spell slots are immediately expended to cast fireball twice on opposite sides of the creature.
V,1,1d6 harmless spectral chickens appear for 1d6 minutes.
V,2,Three CR 1/8 creatures appear within 30 ft for 1d6 minutes.
V,1,A single flumph appears hovers silently for 3d6 rounds then vanishes.
V,2,Two CR 1 creatures appear and are mildly confused.
V,1,A spectral butler manifests for 1d6 minutes silently tidying objects within 15 ft.
V,2,1d4 CR 1/4 beasts appear in unoccupied spaces within 30 ft.
V,1,A swarm of glowing moths fills a 10-ft radius for 1d6 minutes (lightly obscured).
V,2,Three CR 1 creatures appear stacked vertically in one space and immediately fall prone.
V,1,A single animated chair appears for 1d6 minutes and attempts to follow the nearest creature.
V,2,1d8 CR 0 creatures appear in a 15-ft radius and scatter immediately.
B,1,Caster is immune to being intoxicated by alcohol for the next 3d10 days
V,2,Four CR 1/8 creatures appear and move in perfect formation.
V,1,A single harmless elemental sprite appears and mimics gestures.
V,3,Two CR 2 creatures appear within 30 ft for 3d6 rounds.
V,1,A rain of rubber ducks falls in a 10-ft radius (difficult terrain for 1 round).
V,2,Three CR 1 beasts appear and immediately flee in random directions.
V,1,A friendly ghost dog appears for 1d6 minutes.
V,2,1d4 CR 1 creatures appear but refuse to move unless attacked.
H,1,A small mimic appears disguised as a mundane object.
V,2,Three CR 1/2 creatures appear in a triangle formation within 30 ft for 1d6 minutes.
V,2,For 1d8 rounds enemies within 20 ft hear false tactical advice.
V,4,For 1d4 rounds all healing within 30 ft deals damage instead and vice versa.
V,3,For 1d8 rounds creatures within 20 ft must attack the nearest creature on a Wis save against your casting DC.
B,3,For 1d8 rounds creatures attempting to attack you must succeed on a Wis save against your casting DC.
B,2,For 1d8 rounds frightened creatures instead gain advantage on attack rolls.
V,3,For 1d4 rounds difficult terrain becomes normal terrain and vice versa.
V,2,Creatures within 30 ft perceive all allies as faintly hostile silhouettes.
V,3,For 2 rounds shadows lash out; any creature who moves takes 3d6 necrotic damage.
V,3,For 2 rounds standing still causes 2d6 psychic damage.
V,2,For 1d8 rounds creatures must announce their intended action aloud before acting.
V,3,For 1d6 rounds natural 19s on saving throws become critical failures.
H,2,The caster becomes unable to walk in a straight line as if permanently intoxicated.
V,2,For 1d8 rounds all creatures are convinced someone is directly behind them.
V,3,For 1d4 rounds advantage and disadvantage swap.
V,2,For 1d8 rounds creatures who take damage gain +2 to next attack.
V,3,For the rest of this combat initiative order reverses each round.
V,3,For 1d4 rounds creatures cannot distinguish friend from foe unless adjacent.
V,2,For 1d8 rounds creatures must succeed on a Wis save to use reactions.
V,2,For 1d10 rounds creatures hear a countdown that may or may not be real.
V,3,For 1d6 rounds ranged attacks have disadvantage melee attacks have advantage.
V,3,For 1d4 rounds creatures who fail a save are convinced they succeeded.
V,1,The triggering creatures skin permanently shifts to a random color.
V,2,For 4 rounds sparks leap from the triggering creature. The first creature to touch them each round takes 1d6 lightning damage.
V,1,For 1d6 hours the triggering creatures voice echoes dramatically.
B,3,The triggering creature gains 3d10 temporary HP.
B,1,Nearest squirrel gains sentience an Intelligence score of 24 knows and can speak Deep Speech and becomes obsessed with the caster. It believes the caster was prophesied and constantly offers questionable strategic advice. Easily distracted by shiny objects and nuts.
V,1,The triggering creature permanently grows or shrinks by 1 inch.
B,2,For 1d10 rounds the triggering creature floats 6 inches above the ground and ignores difficult terrain.
V,3,A CR 4 creature appears within 30 ft for 3d6 rounds.
V,1,For 1d6 days the triggering creature smells faintly of sulfur.
V,2,For 1d10 rounds colors invert within 15 ft (lightly obscured area).
V,3,A thunderclap erupts in a 15-ft radius centered on the triggering creature (5d8 thunder damage Con save for half).
V,3,A thunderclap erupts in a 15-ft radius centered on a point of the the triggering creatures choice (5d8 thunder damage Con save for half).
B,2,For 1d8 rounds the triggering creature gains resistance to force damage.
V,1,The triggering creature permanently gains faint glowing eyes in darkness.
V,2,For 1d10 rounds creatures within 30 ft hear faint mocking laughter on missed attacks ability checks and saves.
V,3,For 1d4 rounds all movement speeds are halved.
B,3,For 1d4 rounds movement speeds of all hostile creatures are halved.
H,3,For 1d4 rounds movement speeds of all friendly creatures are halved.
H,1,For 1d6 hours the triggering creature leaves illusory footprints.
B,3,The triggering creature regains 6d10 HP.
V,2,For 1d8 rounds small stones orbit the triggering creature granting half cover vs ranged attacks.
H,4,The triggering creature becomes the center of a 20-ft radius fire explosion (10d6 fire damage Dex save for half).
B,4,The triggering creature regains all HP and gains resistance to all damage until the end of their next turn.
B,3,Two CR 1 creatures appear within 30 ft under the triggering creatures control for 3d6 rounds.
V,2,Two CR 1 creatures appear within 30 ft and immediately attack the nearest creature.
B,2,For 1d8 rounds whenever a summoned creature hits with an attack the summoned creature may move 10 ft without provoking opportunity attacks.
V,2,For 1d8 rounds whenever a summoned creature hits a target the target must succeed on a Con save against your casting DC or fall prone.
B,4,Three CR 3 creatures appear within 30 ft under the triggering creatures control for 3d6 rounds.
V,3,A CR 5 creature appears within 30 ft and acts independently for 3d6 rounds.
B,2,For 1d10 rounds when a summoned creature drops to 0 HP it explodes harmlessly in radiant energy; allies within 10 ft gain 5 temporary HP.
V,2,For 10 rounds when a summoned creature drops to 0 HP it bursts in force; creatures within 10 ft take 2d6 damage.
B,3,A CR 4 creature appears within 30 ft under the triggering creatures control for 3d6 rounds.
V,3,Three CR 2 creatures appear in random unoccupied spaces within 30 ft and immediately take the Dodge action.
B,2,For 1d4 rounds the triggering creature may swap places with a summoned creature within 30 ft as a bonus action.
V,2,For 1d4 rounds summoned creatures and the triggering creature swap spaces at the start of each round (randomly determined).
B,4,A CR 6 creature appears within 30 ft under the triggering creatures control for 3d6 rounds.
H,4,A CR 6 creature appears within 30 ft and immediately targets the triggering creature.
B,2,For 1d8 rounds summoned creatures gain advantage on their first attack each round.
H,2,For 1d8 rounds summoned creatures must use their movement each turn to move toward the triggering creature if able.
B,3,For 1d4 rounds when the triggering creature takes damage a CR 1 creature appears in an adjacent space under their control (max of Wis modifier).
H,3,For 1d4 rounds when the triggering creature casts a spell a CR 1 creature appears within 10 ft and attacks the nearest creature.
B,2,Four CR 1/2 creatures appear within 30 ft under the triggering creatures control for 3d6 rounds.
V,2,Four CR 1/2 creatures appear within 30 ft and scatter randomly for 3d6 rounds.
H,2,For 1d10 rounds the largest hostile creature within 60 ft gains +2 AC.
B,2,For 1d10 rounds all allies within 30 ft gain +2 to saving throws.
H,2,For 1d10 rounds the largest hostile creature deals +1 d6 damage on its first hit each round.
B,2,For 1d10 rounds allies regain 5 HP at the start of their turns.
H,3,For 1d4 rounds the largest hostile creature gains resistance to all damage.
B,3,For 1d4 rounds all allies gain resistance to bludgeoning piercing and slashing damage.
H,4,Two CR 4 creatures appear adjacent to the largest hostile creature.
B,4,Two CR 4 creatures appear within 30 ft under party control.
H,3,For 1d4 rounds allies have disadvantage on attack rolls against the largest hostile creature.
B,3,For 1d4 rounds allies have advantage on attack rolls against the largest hostile creature.
H,3,For 4 rounds the largest hostile creature emits a 10-ft damaging aura (2d6 elemental damage Dex save against its highest stat half).
B,3,For 4 rounds allies deal +1d6 damage on weapon attacks.
H,4,A CR 7 creature appears and immediately assists the largest hostile creature.
B,4,A CR 7 creature appears under party control for 3d6 rounds.
H,3,For 1d4 rounds the largest hostile creatures movement speed doubles and it ignores difficult terrain.
B,3,For 1d4 rounds all allies movement speeds double.
H,4,For 1d10 rounds whenever the largest hostile creature takes damage a CR 1 creature appears adjacent to it (max of its CR).
B,3,For 1d10 rounds whenever an ally drops to 0 HP they instead drop to 1 HP once.
H,4,For 3d6 rounds the largest hostile creature gains resistance to all damage advantage on attack rolls and an additional attack on its turn.
B,4,For 3d6 rounds all allies gain resistance to all damage advantage on attack rolls and regain 10 HP at the start of their turns.
V,3,The triggering creature takes 6d10 lightning damage but regains 6d10 HP.
V,3,For 1d4 rounds spells cast within 30 ft are maximized but caster takes unreducable force damage equal to spell level x 5.
V,3,A CR 8 creature appears within 30 ft for 3d6 rounds.
B,3,The triggering creature regains all HP but gains vulnerability to all damage for 1d4 rounds.
V,3,After 2 rounds a 20-ft radius force explosion erupts centered on the triggering creature (8d8 force damage Dex save for half).
V,3,For 1d10 rounds creatures within 30 ft must succeed on Wis saves to willingly move.
H,3,For 1d10 rounds Friendly creatures within 30 ft must succeed on Wis saves to willingly move.
B,3,For 1d10 rounds hostile creatures within 30 ft must succeed on Wis saves to willingly move.
H,3,For 1d4 rounds whenever a spell is cast roll a d6. On 1-3 it targets a random valid creature.
B,4,The triggering creature gains resistance to all damage for 3d6 rounds.
V,3,After 1d4 rounds 1d4 CR 4 creatures appear in random unoccupied spaces within 30 ft.
V,3,For 1d6 rounds gravity triples within 20 ft.
H,4,The triggering creature takes maximum damage from the next spell or attack that hits them within 3d6 rounds.
B,4,The triggering creature regains all HP and gains immunity to all damage for 1d4 rounds.
V,3,A CR 7 fiend appears within 30 ft for 3d6 rounds.
V,3,For 1d4 rounds creatures within 20 ft randomly swap positions at the end of each round.
V,3,The triggering creature regains all expended spell slots but suffers one level of exhaustion.
V,3,For 1d6 rounds fire damage within 30 ft is doubled.
V,3,Roll twice on this table.
B,3,The triggering creature may pick a result from this table that they have experienced before.
V,3,For 1d10 rounds creatures within 30 ft are frightened of the triggering creature.
H,3,For 1d10 rounds friendly creatures within 30 ft are frightened of the triggering creature.
B,3,For 1d10 rounds hostile creatures within 30 ft are frightened of the triggering creature.
H,3,For 1d4 rounds spells cost one level higher slot.
V,3,After 3 rounds lightning strikes the triggering creature for 10d6 damage.
V,1,Caster gains the ability to walk on water but only for the first six steps.
V,3,The caster lays a clutch of eggs during the next extended rest. What hatches follow the caster around and treats them as their mother.
V,1,The caster can now communicate conversationally with ducks.
H,1,The party is plagued by voices in their head. The voice sounds exactly like each PCs mother and criticizes and chastises everything they do for 1d4 weeks. Things such as “Oh why would you kill that poor goblin? What did he do to you?” and “You need to wipe your feet before going into an inn! Where are your manners?”
V,1,Whenever the caster is hurt a blast of confetti shoots out of their ears accompanied by the sound of a party noise maker
H,1,The next creature to come in physical contact with the caster becomes instantly covered in black sticky tar.
H,3,The next item the caster touches becomes stuck to their hand as though held there by Sovereign Glue (see Dungeon Masters Guide). However it may be removed by Dispel Magic or Remove Curse.
B,1,The caster gains eat-vision. By staring at food or drink they can focus their energy and eat/drink it from up to 100 feet away. While using this ability their eyes glow white and there is a faint smell of burning flesh around them.
V,1,Whenever the caster enters a building the amount of light available dims to darkness and then a spotlight of bright light appears around the caster (accompanied with trumpet sounds). Then the light returns to normal immediately afterward.
V,2,Each spell cast by the caster now also summons a duck under the DMs control.
B,1,The nearest allied PC to the caster can speak to animals permanently but only knows how to say the phrases “Hello” “Goodbye” “Where is the bathroom?” and “Nice weather we are having.” They can understand the animals responses perfectly however.
V,1,The casters eyes become hollow and filled with water. A small gold fish can be seen swimming in each. This does not negatively affect their vision in anyway besides the fact that sometimes a bubble or two from the fish my float in front of their eyes
V,1,Whenever the caster sneezes they discharge from their nose/mouth a random harmless elemental effect.
B,2,The nearest allied PC without a fly speed gains a fly speed of 5 but only when they flap their arms.
V,3,Vines sprout from the ground and restrain any creatures in a 30 foot sphere centered on the caster. They can be cut away with two attack actions.
B,2,A random shoe within 20 feet of the caster gains the properties of a bag of holding.
V,1,For the rest of the current encounter or the next encounter the PCs face the encounter is accompanied by a disembodied voice giving a play-by-play.
B,3,Each step the caster takes causes a small burst of magical energy from beneath their feet that cycles through the following types: fire cold acid and lightning. This energy allows them to walk on air.
H,1,A small parrot appears and begins following the party around and annoyingly copying phrases they say. The parrot has a mocking tone and if killed resurrects 3d8 hours later and resumes its copying.
H,3,The next spell the caster casts has the opposite effect. The way the spell manifests is up to the DM. For example the spell Fireball may instead be a ball of ice and do cold damage or perhaps instead the spell heals the creatures in burst instead of damaging.
V,1,A goblin appears and claims to be the slave of the caster. The goblin will not under any circumstance leave the casters side.
B,3,A random item in the partys inventory gains the same properties of a magic item from the Dungeon Masters Guide (Players choice which item DM chooses enchantment).
B,2,A Dwarven blacksmith controlled by the DM appears in a space within 5 feet of you then disappears 3d6 rounds later. He has a bag of basic weapons and armour for sale
B,3,For the next 2d10 rounds your allies within 30 feet of you gain 5 temporary hit points that reset back to 5 at the start of each of their own turns.
B,3,For the next 2d10 rounds all your spells with a casting time of 1 action have a casting time of 1 bonus action.
B,3,For the next 2d10 rounds all your spells with a casting time of 1 action allow you to move an extra 15 feet when cast. Your movement does not provoke an attack of opportunity.
B,3,You and a creature of your choice within 60 feet of you teleport simultaneously swapping positions with each other. You may then move an additional 30 feet.
V,2,You cast magic missile with one missile hitting every creature including yourself within 60 feet.
V,3,Flip a coin. On heads your Intelligence becomes 20 and on tails it becomes 2. After 1 hour it reverts to normal.
V,2,You cast find steed which lasts 1 hour. The mount uses a pony stat block but resembles you running on all fours.
H,2,1d4 hostile zombies controlled by the DM appear in unoccupied space within 60 feet of you. They vanish after 1-minute.
B,4,You surge with power and immediately gain the benefits of a long rest.
V,3,You immediately swap positions with the furthest member of your adventuring party.
B,2,You gain resistance to poison damage and immunity to the poisoned condition for the next hour.
H,2,The weapon you have currently equipped turns into a hostile constrictor snake. After being slain it reverts to normal.
V,2,All creatures within 60 feet immediately regain 1d20 hit points.
V,3,You gain darkvision of 120 ft and sensitivity to light for 24 hours.
V,3,During your next long rest you lay an egg. Whatever hatches (DM Choice) looks to you as its parent.
V,2,Flip a coin. On heads your size category increases by 1 and on tails it decreases by 1. After 10 minutes it reverts to normal.
B,3,You cast Magic Missile as a 6th-level spell.
B,3,You cast Wall of Sand centered on yourself.
B,3,You disappear in a pillar of flame and teleport up to 60 feet to an unoccupied space of your choice that you can see reappearing in a similar pillar.
B,3,For the next 2d10 rounds you can teleport up to 20 feet as a bonus action on each of your turns. When you appear in the new location you create a burst of thunderous sound which can be heard 100 feet away.
B,2,You regain your lowest-level expended spell slot.
B,3,The next time you are damaged by necrotic damage you are instead healed that much health.
V,2,You deal 1d10 necrotic to all creatures within in 30 of you and gain that much health.
B,4,Choose one immortality trait (no aging / food / drink / air).
B,2,A ghoul under your control rises from the earth. It ceases to be controlled by you in 1d4 hours.
V,2,For the next hour you can comprehend all languages but can only speak Abyssal.
V,1,Every non-magical door secret door portcullis etc. including those locked or barred within 60 feet of the caster swing open.
B,4,Spell operates at highest possible level. The slot used dont change.
V,2,Caster and all creatures within 30 feet of triggering creature gain vulnerability to piercing damage for the next 2d8 rounds.
V,2,Spell also affects a random creature within 60 feet of caster.
H,3,Spell effect affects caster rather than target.
V,2,Caster and target exchange places.
B,3,Spell operates as usual but slot is not spent and material components are not consumed.
V,3,Spell takes physical form as free-willed elemental and cannot be controlled by caster; it remains for the duration of the spell and its touch causes the spell effect (bonus to hit equal to casters).
V,2,Caster and target use their Dash action to run for 1d4 rounds directly away from each other as far as possible.
V,3,Magic Missile cast as a x[1-9]-level spell. Player chooses x and it is cast twice: one on the party and one on Casters choice
H,2,Spells area of effect is centered on the caster rather than the target.
H,2,The spells target is chosen randomly from valid targets within range.
V,1,The spells damage type is randomly determined by rolling a d8 and consulting the following list: 1. Acid 2. Cold 3. Fire 4. Force 5. Lightning 6. Necrotic 7. Poison 8. Psychic.
V,2,The spells damage type is randomly determined by rolling a d12 and consulting the following list: 1. Acid 2. Cold 3. Fire 4. Force 5. Lightning 6. Necrotic 7. Poison 8. Psychic 9. Radiant 10. Thunder 11. Bludgeoning 12. Healing.
B,4,Caster can take an additional turn immediately.
V,3,Spell effect has 60 foot radius.
V,2,Heal on every creature within 10 feet of caster.
V,3,Invisibility on each creature within 30 feet of caster.
H,2,Slow centered on caster.
B,3,Spell has minimum duration of 1 turn (e.g.: a fireball creates a ball of flame that remains for 1 turn a lightning bolt bounces and continues possibly rebounding for 1 turn etc.).
H,3,Caster and target become deeply depressed. They curl up into a ball and start moaning and mumbling about how their life is senseless and sad and dont react until attacked. Targets with Intelligence 3 or less cannot be affected.
V,2,Wall of Fire encircles caster.
V,3,For 1d4 rounds all creatures within 30 feet of caster are under the effect of the confusion spell.
H,3,For 2 rounds a 20-ft radius around the triggering creature becomes searing heat. Creatures that start their turn there take 3d6 fire damage.
V,3,A CR 6 creature appears within 30 ft for 1 minute.
V,3,For 1d4 rounds creatures within 30 ft must succeed on a Wis save against your casting DC to take actions other than Dodge.
H,3,The triggering creature takes 8d10 force damage.
V,3,For 4 rounds lightning strikes a random creature within 30 ft at the end of each round (4d8 lightning).
H,3,For 1d4 rounds the ground within 20 ft cracks; creatures that move more than 10 ft fall prone unless they succeed on a Dex save against your casting DC.
V,3,For 1d4 rounds creatures have disadvantage on all saving throws.
H,3,For 1d4 rounds friendly creatures have disadvantage on all saving throws.
B,3,For 1d4 rounds hostile creatures have disadvantage on all saving throws.
V,3,For 1d4 rounds creatures have advantage on all saving throws.
B,3,For 1d4 rounds friendly creatures have advantage on all saving throws.
H,3,For 1d4 rounds hostile creatures have advantage on all saving throws.
H,3,A 15-ft radius necrotic burst erupts centered on the triggering creature (6d8 necrotic Con save for half).
V,3,For 1d8 rounds whenever a creature casts a spell it takes force damage equal to the spells level x 5.
H,3,For 1d4 rounds when a creature drops to 0 HP within 30 ft a CR 1 creature appears adjacent to it.
V,3,For 1d10 rounds creatures within 30 ft are frightened of the nearest creature at the start of their turn (Wis save against your casting DC negates each round).
V,3,For 1d4 rounds fire damage within 30 ft is doubled.
V,3,For 1d4 rounds lightning damage within 30 ft is doubled.
V,3,For 1d4 rounds thunder damage within 30 ft is doubled.
V,3,For 1d4 rounds cold damage within 30 ft is doubled.
V,3,For 1d4 rounds Bludgeoning damage within 30 ft is doubled.
V,3,For 1d4 rounds Piercing damage within 30 ft is doubled.
V,3,For 1d4 rounds Slashing damage within 30 ft is doubled.
V,3,For 1d4 rounds Acid damage within 30 ft is doubled.
